Nr,Naam,UCI ID,Nat,Club,UCI Rank,series_name,race_name,race_date,race_location,race_id,category_full,rider_name
50.0,CROKET Maxime,10134157448,BEL,DESCHACHT-HENS CX TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,CROKET Maxime
51.0,WOUTERS Jelle,10065102138,BEL,STAGECO CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,WOUTERS Jelle
52.0,DEPRAETERE Gust,10084695330,BEL,THE LEAD OUT CYCLING ACADEMY,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DEPRAETERE Gust
53.0,VAN BRUWAENE Emiel,10065133561,BEL,TOMABEL-INOFEC CYCLINGTEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN BRUWAENE Emiel
54.0,DE CLERCQ Arne,10065059395,BEL,ASFRA RACING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE CLERCQ Arne
55.0,JACOBS Josse,10070910115,BEL,WAC TEAM VZW,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,JACOBS Josse
56.0,MOURIS Michiel,10023052335,NED,ZZPR.NL-PARKHOTEL-ORANGE BABIES CT,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MOURIS Michiel
57.0,IVENS Vince,10112786328,BEL,KZLWC - AE,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,IVENS Vince
58.0,MEYLENDER Rick,10035006775,LUX,CYCLING TEAM ATERTDAUL,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MEYLENDER Rick
59.0,DAELMANS Lars,10119457908,BEL,STARBIKES - VISTABUILD,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DAELMANS Lars
60.0,DE VOS Mees,10023304838,NED,ZRTC THEO MIDDELKAMP,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE VOS Mees
61.0,MAES Brent,10125216573,BEL,CYCLOCROSS TEAM MJ WOOD,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MAES Brent
62.0,DE NYS Milan,10065078795,BEL,A.S. CONSTRUCT - CASTAAR CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE NYS Milan
,2 van 4,,,,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,2 van 4
63.0,SEGERS Seppe,10085565805,BEL,VAN GORP PROJECTS - CT ZANDHOVEN,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SEGERS Seppe
64.0,ERPELS Ferre,10065182667,BEL,TEAM KEMPEN CYCLING VZW,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,ERPELS Ferre
65.0,JOIJE Joppe,10076682221,BEL,CYCLING TEAM HOUTLAND-WESTKUST,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,JOIJE Joppe
1.0,VAN DER HEIJDEN Inge,10010592885,NED,CRELAN-CORENDON,3.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN DER HEIJDEN Inge
2.0,BRAND Lucinda,10006605680,NED,BALOISE GLOWI LIONS,1.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,BRAND Lucinda
3.0,BAKKER Manon,10009521643,NED,FENIX-DECEUNINCK DEVELOPMENT TEAM,8.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,BAKKER Manon
4.0,SCHREIBER Marie,10034998489,LUX,TEAM SDWORX - PROTIME,10.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SCHREIBER Marie
5.0,BROUWERS Julie,10065009885,BEL,CHARLES-LIÉGEOIS ROASTERY CX,13.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,BROUWERS Julie
6.0,VAN ALPHEN Aniek,10015541303,NED,SEVEN RACING,14.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN ALPHEN Aniek
7.0,CLAUZEL Hélène,10009876806,FRA,INDIVIDUEEL,15.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,CLAUZEL Hélène
8.0,BETSEMA Denise,10007654694,NED,DE CEUSTER - BOUWPUNT,16.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,BETSEMA Denise
9.0,CUSACK Lidia,10096124556,USA,USA NATIONAL TEAM,37.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,CUSACK Lidia
10.0,KAY Anna,10015470672,GBR,ESSEC CYCLING TEAM,39.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,KAY Anna
11.0,CRABBÉ Kiona,10064929760,BEL,LOTTO-X-OATS ATHLETES FOR HOPE,47.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,CRABBÉ Kiona
12.0,HARTOG Larissa,10022713946,NED,ORANGE BABIES CYCLING TEAM,64.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,HARTOG Larissa
13.0,CLAUZEL Perrine,10007703194,FRA,AS BIKE CROSS TEAM,72.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,CLAUZEL Perrine
14.0,DE BEER Jamie,10155432174,NED,TWC HET SNELLE WIEL BESTRONICS,86.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE BEER Jamie
15.0,VERVLOET Sterre,10065040807,BEL,DESCHACHT-HENS CX TEAM,105.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VERVLOET Sterre
16.0,DE SCHOESITTER Shanyl,10065150941,BEL,PAUWELS SAUZEN - ALTEZ INDUSTRIEBOUW CT,115.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE SCHOESITTER Shanyl
17.0,LAURIJSSEN Sanne,10084938941,BEL,CRELAN-CORENDON,130.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,LAURIJSSEN Sanne
18.0,MITCHINSON Ellie,10090914646,GBR,MONTEZUMAS EVENTREX,135.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MITCHINSON Ellie
19.0,LEMMENS Melanie,10065232985,BEL,ACROG-TORMANS,154.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,LEMMENS Melanie
20.0,HLADÍKOVÁ Kateřina,10047765309,CZE,BRILON RACING TEAM,175.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,HLADÍKOVÁ Kateřina
21.0,VAN DE STEENE Kim,10007952566,BEL,NEVER GIVE UP BY JOLIEN VERSCHUEREN,188.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN DE STEENE Kim
22.0,WENZEL Liv,10035000513,LUX,HESS CYCLING TEAM,197.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,WENZEL Liv
23.0,DE RAEDEMAEKER Alexe,10099080329,BEL,ESSEC CYCLING TEAM,279.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE RAEDEMAEKER Alexe
24.0,MAES Lisa,10125216674,BEL,DE CEUSTER-ACROG,297.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MAES Lisa
25.0,BAELE Lotte,10075241567,BEL,DE CEUSTER - BOUWPUNT,303.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,BAELE Lotte
26.0,DE BRUYCKERE Xenna,10065096983,BEL,DE CEUSTER-ACROG,321.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE BRUYCKERE Xenna
27.0,STEFFENHAGEN Diana,10015540592,GER,RSV SEEHEIM 1971,322.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,STEFFENHAGEN Diana
28.0,SECCHI Giorgia,10031821135,ITA,ASD WOMEN CYCLING PROJECT,391.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SECCHI Giorgia
29.0,MOS Anniek,10085934203,NED,WSV DE PEDDELAARS,478.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MOS Anniek
30.0,SEYNAVE Ilken,10065162964,BEL,DESCHACHT-HENS CX TEAM,539.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SEYNAVE Ilken
31.0,DELCOMMUNE Juline,10078333140,BEL,TEAM WILINK BRUSSELS CYCLING,679.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DELCOMMUNE Juline
32.0,SCHOLLAERT Shanaya Esther,10108561168,BEL,BALOISE MINIMAX WB LADIES,706.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SCHOLLAERT Shanaya Esther
33.0,DE BRUYNE Meg,10009112526,BEL,SUPER HELP - EVIL EYE,767.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE BRUYNE Meg
34.0,KNIJNENBURG Anne,10135109967,NED,VOLKER WESSELS CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,KNIJNENBURG Anne
1.0,AERTS Toon,10007586087,BEL,DESCHACHT-HENS CX TEAM,2.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,AERTS Toon
2.0,NYS Thibau,10065004835,BEL,BALOISE GLOWI LIONS,9.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,NYS Thibau
3.0,VANTHOURENHOUT Michael,10007155651,BEL,PAUWELS SAUZEN - ALTEZ INDUSTRIEBOUW CT,1.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANTHOURENHOUT Michael
4.0,VANDEPUTTE Niels,10016327609,BEL,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,4.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANDEPUTTE Niels
5.0,WYSEURE Joran,10064921777,BEL,CRELAN-CORENDON,5.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,WYSEURE Joran
6.0,SWEECK Laurens,10006912646,BEL,CRELAN-CORENDON,7.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SWEECK Laurens
7.0,VAN DER HAAR Lars,10006118660,NED,BALOISE GLOWI LIONS,8.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN DER HAAR Lars
8.0,ORTS LLORET Felipe,10009004715,ESP,RIDLEY RACING TEAM,11.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,ORTS LLORET Felipe
9.0,VERSTRYNGE Emiel,10064972705,BEL,CRELAN-CORENDON,12.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VERSTRYNGE Emiel
10.0,KUHN Kevin,10009746763,SUI,HEIZOMAT - CUBE,14.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,KUHN Kevin
11.0,NIEUWENHUIS Joris,10008705833,NED,RIDLEY RACING TEAM,15.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,NIEUWENHUIS Joris
12.0,STROHMEYER Andrew,10071735019,USA,CXD TREK BIKES,16.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,STROHMEYER Andrew
13.0,MASON Cameron,10023574923,GBR,SEVEN RACING,18.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MASON Cameron
14.0,MICHELS Jente,10065014333,BEL,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,20.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MICHELS Jente
15.0,HENDRIKX Mees,10016519484,NED,HEIZOMAT - CUBE,22.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,HENDRIKX Mees
,3 van 4,,,,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,3 van 4
16.0,KAMP Ryan,10023356166,NED,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,24.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,KAMP Ryan
17.0,VANDEBOSCH Toon,10010943604,BEL,CRELAN-CORENDON,26.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANDEBOSCH Toon
18.0,SUAREZ FERNANDEZ Kevin,10007584572,ESP,NESTA - MMR CX TEAM,37.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SUAREZ FERNANDEZ Kevin
19.0,VAN DE PUTTE Victor,10064985940,BEL,DESCHACHT-HENS CX TEAM,40.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN DE PUTTE Victor
20.0,MEEUSSEN Witse,10064931679,BEL,CRELAN-CORENDON,51.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MEEUSSEN Witse
21.0,HORNY Clement,10016419858,BEL,BH-WALLONIE MTB TEAM,59.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,HORNY Clement
22.0,MARASCO Lorenzo,10023530059,FRA,SEBMOTOBIKES CX TEAM,97.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MARASCO Lorenzo
23.0,FERDINANDE Anton,10016322656,BEL,SHIFTING GEARS,112.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,FERDINANDE Anton
24.0,GROENENDAAL Bailey,10022873085,DEN,TWC DE KEMPEN,129.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GROENENDAAL Bailey
25.0,LOOCKX Lander,10009360884,BEL,UNIBET TIETEMA ROCKETS,149.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,LOOCKX Lander
26.0,JANSSEN Wout,10064972095,BEL,CYCLIS - VAN DEN PLAS CYCLING TEAM,156.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,JANSSEN Wout
27.0,DELNOIJE Remon,10022684139,NED,TWC DE KEMPEN,172.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DELNOIJE Remon
28.0,OKAYAMA Yuta,10021324321,JPN,OLANDA BASE/WATERSLEY,385.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,OKAYAMA Yuta
29.0,DE VET Sander,10016393182,BEL,TRUSTUP-CC CHEVIGNY,633.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE VET Sander
30.0,ALDERWEIRELD Robin,10009859123,BEL,TEAM ATOM 6,654.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,ALDERWEIRELD Robin
31.0,D´HOLLANDER Senne,10064985132,BEL,CYCLIS - VAN DEN PLAS CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,D´HOLLANDER Senne
32.0,MERTENS Jonas,10064969065,BEL,T&T MTB RACING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MERTENS Jonas
33.0,JANSE Stef,10064936632,BEL,YOUNG CYCLING TALENT D&D,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,JANSE Stef
,4 van 4,,,,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,4 van 4
